Unnamed: 0.1,Unnamed: 0,VALEUR,SEANCE,Mean_Weighted_Sentiment,Article_Count,Sentiment_Intensity,TUNBANQ_INDICE_JOUR,TUNFIN_INDICE_JOUR,TUNINDEX_INDICE_JOUR,TUNINDEX20_INDICE_JOUR,TUNSAC_INDICE_JOUR,TUNBANQ_INDICE_VEILLE,TUNFIN_INDICE_VEILLE,TUNINDEX_INDICE_VEILLE,TUNINDEX20_INDICE_VEILLE,TUNSAC_INDICE_VEILLE,TUNBANQ_VARIATION_VEILLE,TUNFIN_VARIATION_VEILLE,TUNINDEX_VARIATION_VEILLE,TUNINDEX20_VARIATION_VEILLE,TUNSAC_VARIATION_VEILLE
951.0,951.0,BNA,2021-06-23,-1.0,1.0,1.0,,,,,,,,,,,,,,,
952.0,952.0,BNA,2021-06-25,-1.0,1.0,1.0,,,,,,,,,,,,,,,
953.0,953.0,BNA,2021-07-01,0.67,1.0,0.67,,,,,,,,,,,,,,,
954.0,954.0,BNA,2021-07-05,-0.932,1.0,0.932,,,,,,,,,,,,,,,
955.0,955.0,BNA,2021-07-12,-1.0,1.0,1.0,,,,,,,,,,,,,,,
956.0,956.0,BNA,2021-07-14,-0.524,1.0,0.524,,,,,,,,,,,,,,,
957.0,957.0,BNA,2021-07-23,-0.1425,2.0,1.661,,,,,,,,,,,,,,,
958.0,958.0,BNA,2021-07-27,1.0,1.0,1.0,,,,,,,,,,,,,,,
959.0,959.0,BNA,2021-08-09,1.0,1.0,1.0,,,,,,,,,,,,,,,
960.0,960.0,BNA,2021-08-18,0.0,1.0,0.0,,,,,,,,,,,,,,,
961.0,961.0,BNA,2021-08-30,0.623,1.0,0.623,,,,,,,,,,,,,,,
962.0,962.0,BNA,2021-08-31,0.918,1.0,0.918,,,,,,,,,,,,,,,
963.0,963.0,BNA,2021-09-02,1.0,1.0,1.0,,,,,,,,,,,,,,,
964.0,964.0,BNA,2021-09-06,0.0,1.0,0.0,,,,,,,,,,,,,,,
965.0,965.0,BNA,2021-09-09,-0.737,1.0,0.737,,,,,,,,,,,,,,,
966.0,966.0,BNA,2021-09-21,0.782,1.0,0.782,,,,,,,,,,,,,,,
967.0,967.0,BNA,2021-09-29,0.0,1.0,0.0,,,,,,,,,,,,,,,
968.0,968.0,BNA,2021-10-12,0.532,1.0,0.532,,,,,,,,,,,,,,,
969.0,969.0,BNA,2021-10-14,1.0,1.0,1.0,,,,,,,,,,,,,,,
970.0,970.0,BNA,2021-10-15,-0.641,1.0,0.641,,,,,,,,,,,,,,,
971.0,971.0,BNA,2021-10-21,-0.699,1.0,0.699,,,,,,,,,,,,,,,
972.0,972.0,BNA,2021-10-22,0.991,1.0,0.991,,,,,,,,,,,,,,,
973.0,973.0,BNA,2021-10-26,-0.652,1.0,0.652,,,,,,,,,,,,,,,
974.0,974.0,BNA,2021-10-27,0.806,1.0,0.806,,,,,,,,,,,,,,,
975.0,975.0,BNA,2021-11-24,0.0,1.0,0.0,,,,,,,,,,,,,,,
976.0,976.0,BNA,2021-11-26,0.0,1.0,0.0,,,,,,,,,,,,,,,
977.0,977.0,BNA,2021-12-06,-0.814,1.0,0.814,,,,,,,,,,,,,,,
978.0,978.0,BNA,2021-12-14,0.716,1.0,0.716,,,,,,,,,,,,,,,
979.0,979.0,BNA,2021-12-16,1.0,1.0,1.0,,,,,,,,,,,,,,,
980.0,980.0,BNA,2021-12-20,0.0,1.0,0.0,,,,,,,,,,,,,,,
981.0,981.0,BNA,2021-12-31,0.7050000000000001,2.0,1.41,,,,,,,,,,,,,,,
982.0,982.0,BNA,2022-01-06,1.0,1.0,1.0,,,,,,,,,,,,,,,
983.0,983.0,BNA,2022-01-07,0.0,1.0,0.0,,,,,,,,,,,,,,,
984.0,984.0,BNA,2022-01-21,1.0,1.0,1.0,,,,,,,,,,,,,,,
985.0,985.0,BNA,2022-01-25,0.0,1.0,0.0,,,,,,,,,,,,,,,
986.0,986.0,BNA,2022-02-02,-0.526,1.0,0.526,,,,,,,,,,,,,,,
987.0,987.0,BNA,2022-02-04,0.886,1.0,0.886,,,,,,,,,,,,,,,
988.0,988.0,BNA,2022-02-08,1.0,1.0,1.0,,,,,,,,,,,,,,,
989.0,989.0,BNA,2022-02-11,-1.0,1.0,1.0,,,,,,,,,,,,,,,
990.0,990.0,BNA,2022-02-13,0.43,1.0,0.43,,,,,,,,,,,,,,,
991.0,991.0,BNA,2022-02-17,-1.0,1.0,1.0,,,,,,,,,,,,,,,
992.0,992.0,BNA,2022-02-21,-1.0,1.0,1.0,,,,,,,,,,,,,,,
993.0,993.0,BNA,2022-03-04,0.0,1.0,0.0,,,,,,,,,,,,,,,
994.0,994.0,BNA,2022-03-08,0.0,1.0,0.0,,,,,,,,,,,,,,,
995.0,995.0,BNA,2022-03-14,0.0,2.0,0.0,,,,,,,,,,,,,,,
996.0,996.0,BNA,2022-03-17,0.892,2.0,1.784,,,,,,,,,,,,,,,
997.0,997.0,BNA,2022-03-23,0.0,1.0,0.0,,,,,,,,,,,,,,,
998.0,998.0,BNA,2022-04-04,-0.8245,2.0,1.649,,,,,,,,,,,,,,,
999.0,999.0,BNA,2022-04-05,-1.0,1.0,1.0,,,,,,,,,,,,,,,
1000.0,1000.0,BNA,2022-04-15,1.0,1.0,1.0,,,,,,,,,,,,,,,
1001.0,1001.0,BNA,2022-04-18,-1.0,1.0,1.0,,,,,,,,,,,,,,,
1002.0,1002.0,BNA,2022-04-22,1.0,1.0,1.0,,,,,,,,,,,,,,,
1003.0,1003.0,BNA,2022-04-25,0.585,1.0,0.585,,,,,,,,,,,,,,,
1004.0,1004.0,BNA,2022-05-05,0.0,1.0,0.0,,,,,,,,,,,,,,,
1005.0,1005.0,BNA,2022-05-10,0.657,1.0,0.657,,,,,,,,,,,,,,,
1006.0,1006.0,BNA,2022-05-17,0.716,2.0,1.432,,,,,,,,,,,,,,,
1007.0,1007.0,BNA,2022-05-19,0.0,1.0,0.0,,,,,,,,,,,,,,,
1008.0,1008.0,BNA,2022-05-24,0.473,1.0,0.473,,,,,,,,,,,,,,,
1009.0,1009.0,BNA,2022-06-20,0.601,1.0,0.601,,,,,,,,,,,,,,,
1010.0,1010.0,BNA,2022-06-22,-0.5,2.0,1.0,,,,,,,,,,,,,,,
1011.0,1011.0,BNA,2022-07-04,1.0,1.0,1.0,,,,,,,,,,,,,,,
1012.0,1012.0,BNA,2022-07-21,-0.655,1.0,0.655,,,,,,,,,,,,,,,
1013.0,1013.0,BNA,2022-08-17,-0.887,1.0,0.887,,,,,,,,,,,,,,,
1014.0,1014.0,BNA,2022-08-24,0.926,1.0,0.926,,,,,,,,,,,,,,,
1015.0,1015.0,BNA,2022-08-29,0.0,1.0,0.0,,,,,,,,,,,,,,,
1016.0,1016.0,BNA,2022-09-01,1.0,1.0,1.0,,,,,,,,,,,,,,,
1017.0,1017.0,BNA,2022-09-02,0.784,1.0,0.784,,,,,,,,,,,,,,,
1018.0,1018.0,BNA,2022-09-06,-1.0,1.0,1.0,,,,,,,,,,,,,,,
1019.0,1019.0,BNA,2022-09-09,-0.895,1.0,0.895,,,,,,,,,,,,,,,
1020.0,1020.0,BNA,2022-09-19,-0.717,1.0,0.717,,,,,,,,,,,,,,,
1021.0,1021.0,BNA,2022-10-04,0.0,1.0,0.0,,,,,,,,,,,,,,,
1022.0,1022.0,BNA,2022-10-05,0.0,2.0,0.0,,,,,,,,,,,,,,,
1023.0,1023.0,BNA,2022-10-10,0.525,1.0,0.525,,,,,,,,,,,,,,,
1024.0,1024.0,BNA,2022-10-18,-0.7495,2.0,1.499,,,,,,,,,,,,,,,
1025.0,1025.0,BNA,2022-10-20,0.767,1.0,0.767,,,,,,,,,,,,,,,
1026.0,1026.0,BNA,2022-10-21,-0.673,1.0,0.673,,,,,,,,,,,,,,,
1027.0,1027.0,BNA,2022-10-27,-0.925,1.0,0.925,,,,,,,,,,,,,,,
1028.0,1028.0,BNA,2022-11-11,0.5,2.0,1.0,,,,,,,,,,,,,,,
1029.0,1029.0,BNA,2022-11-19,-1.0,1.0,1.0,,,,,,,,,,,,,,,
1030.0,1030.0,BNA,2022-12-19,-1.0,1.0,1.0,,,,,,,,,,,,,,,
1031.0,1031.0,BNA,2022-12-22,0.8015,2.0,1.603,,,,,,,,,,,,,,,
1032.0,1032.0,BNA,2023-01-02,-0.887,2.0,1.774,,,,,,,,,,,,,,,
1033.0,1033.0,BNA,2023-01-04,-1.0,1.0,1.0,,,,,,,,,,,,,,,
1034.0,1034.0,BNA,2023-01-05,-1.0,1.0,1.0,,,,,,,,,,,,,,,
1035.0,1035.0,BNA,2023-01-09,0.742,2.0,1.484,,,,,,,,,,,,,,,
1036.0,1036.0,BNA,2023-01-10,-0.749,1.0,0.749,,,,,,,,,,,,,,,
1037.0,1037.0,BNA,2023-01-11,0.653,1.0,0.653,,,,,,,,,,,,,,,
1038.0,1038.0,BNA,2023-01-12,-0.986,1.0,0.986,,,,,,,,,,,,,,,
1039.0,1039.0,BNA,2023-01-16,-0.793,1.0,0.793,,,,,,,,,,,,,,,
1040.0,1040.0,BNA,2023-01-17,-1.0,1.0,1.0,,,,,,,,,,,,,,,
1041.0,1041.0,BNA,2023-01-18,-0.8365,2.0,1.673,,,,,,,,,,,,,,,
1042.0,1042.0,BNA,2023-01-19,-0.869,2.0,1.738,,,,,,,,,,,,,,,
1043.0,1043.0,BNA,2023-01-20,0.0,1.0,0.0,,,,,,,,,,,,,,,
1044.0,1044.0,BNA,2023-01-25,-0.1933333333333333,3.0,2.58,,,,,,,,,,,,,,,
1045.0,1045.0,BNA,2023-01-26,-0.805,2.0,1.61,,,,,,,,,,,,,,,
1046.0,1046.0,BNA,2023-01-30,-1.0,1.0,1.0,,,,,,,,,,,,,,,
1047.0,1047.0,BNA,2023-02-02,0.2744999999999999,2.0,1.451,,,,,,,,,,,,,,,
1048.0,1048.0,BNA,2023-02-03,0.87925,4.0,3.517,,,,,,,,,,,,,,,
1049.0,1049.0,BNA,2023-02-06,0.65,1.0,0.65,,,,,,,,,,,,,,,
1050.0,1050.0,BNA,2023-02-07,-1.0,1.0,1.0,,,,,,,,,,,,,,,
1051.0,1051.0,BNA,2023-02-08,-1.0,1.0,1.0,,,,,,,,,,,,,,,
1052.0,1052.0,BNA,2023-02-09,-1.0,1.0,1.0,,,,,,,,,,,,,,,
1053.0,1053.0,BNA,2023-02-13,-0.75,1.0,0.75,,,,,,,,,,,,,,,
1054.0,1054.0,BNA,2023-02-16,0.0,1.0,0.0,,,,,,,,,,,,,,,
1055.0,1055.0,BNA,2023-03-02,0.776,1.0,0.776,,,,,,,,,,,,,,,
1056.0,1056.0,BNA,2023-03-09,0.0,2.0,0.0,,,,,,,,,,,,,,,
1057.0,1057.0,BNA,2023-03-10,0.0,2.0,0.0,,,,,,,,,,,,,,,
1058.0,1058.0,BNA,2023-03-14,0.0085,2.0,1.539,,,,,,,,,,,,,,,
1059.0,1059.0,BNA,2023-03-17,0.0,1.0,0.0,,,,,,,,,,,,,,,
1060.0,1060.0,BNA,2023-03-18,0.0,1.0,0.0,,,,,,,,,,,,,,,
1061.0,1061.0,BNA,2023-03-21,-0.773,1.0,0.773,,,,,,,,,,,,,,,
1062.0,1062.0,BNA,2023-03-27,0.0,1.0,0.0,,,,,,,,,,,,,,,
1063.0,1063.0,BNA,2023-04-06,-0.382,1.0,0.382,,,,,,,,,,,,,,,
1064.0,1064.0,BNA,2023-04-17,0.0,1.0,0.0,,,,,,,,,,,,,,,
1065.0,1065.0,BNA,2023-04-20,-0.665,1.0,0.665,,,,,,,,,,,,,,,
1066.0,1066.0,BNA,2023-04-24,0.1709999999999999,2.0,1.658,,,,,,,,,,,,,,,
1067.0,1067.0,BNA,2023-04-28,-1.0,1.0,1.0,,,,,,,,,,,,,,,
1068.0,1068.0,BNA,2023-05-03,0.0,2.0,2.0,,,,,,,,,,,,,,,
1069.0,1069.0,BNA,2023-05-12,0.3333333333333333,3.0,3.0,,,,,,,,,,,,,,,
1070.0,1070.0,BNA,2023-05-15,0.3279999999999999,3.0,2.322,,,,,,,,,,,,,,,
1071.0,1071.0,BNA,2023-05-22,0.995,1.0,0.995,,,,,,,,,,,,,,,
1072.0,1072.0,BNA,2023-05-29,0.363,3.0,2.293,,,,,,,,,,,,,,,
1073.0,1073.0,BNA,2023-05-30,-1.0,1.0,1.0,,,,,,,,,,,,,,,
1074.0,1074.0,BNA,2023-05-31,-0.094,2.0,1.106,,,,,,,,,,,,,,,
1075.0,1075.0,BNA,2023-06-02,0.1119999999999999,2.0,1.776,,,,,,,,,,,,,,,
1076.0,1076.0,BNA,2023-06-05,-0.0519999999999999,2.0,1.414,,,,,,,,,,,,,,,
1077.0,1077.0,BNA,2023-06-08,-1.0,1.0,1.0,,,,,,,,,,,,,,,
1078.0,1078.0,BNA,2023-06-13,-0.676,1.0,0.676,,,,,,,,,,,,,,,
1079.0,1079.0,BNA,2023-06-20,-0.717,1.0,0.717,,,,,,,,,,,,,,,
1080.0,1080.0,BNA,2023-07-06,-0.769,1.0,0.769,,,,,,,,,,,,,,,
1081.0,1081.0,BNA,2023-07-10,0.648,1.0,0.648,,,,,,,,,,,,,,,
1082.0,1082.0,BNA,2023-07-11,0.0,1.0,0.0,,,,,,,,,,,,,,,
1083.0,1083.0,BNA,2023-07-17,-0.696,1.0,0.696,,,,,,,,,,,,,,,
1084.0,1084.0,BNA,2023-07-21,0.1356666666666666,3.0,1.593,,,,,,,,,,,,,,,
1085.0,1085.0,BNA,2023-07-24,0.0954999999999999,2.0,1.263,,,,,,,,,,,,,,,
1086.0,1086.0,BNA,2023-08-03,-1.0,1.0,1.0,,,,,,,,,,,,,,,
1087.0,1087.0,BNA,2023-08-22,-1.0,1.0,1.0,,,,,,,,,,,,,,,
1088.0,1088.0,BNA,2023-08-31,-0.1674999999999999,2.0,1.665,,,,,,,,,,,,,,,
1089.0,1089.0,BNA,2023-09-08,-1.0,1.0,1.0,,,,,,,,,,,,,,,
1090.0,1090.0,BNA,2023-09-13,0.412,2.0,0.824,,,,,,,,,,,,,,,
1091.0,1091.0,BNA,2023-09-18,-0.779,1.0,0.779,,,,,,,,,,,,,,,
1092.0,1092.0,BNA,2023-09-20,0.0,1.0,0.0,,,,,,,,,,,,,,,
1093.0,1093.0,BNA,2023-10-03,-1.0,1.0,1.0,,,,,,,,,,,,,,,
1094.0,1094.0,BNA,2023-10-04,-0.131,2.0,1.738,,,,,,,,,,,,,,,
1095.0,1095.0,BNA,2023-10-19,1.0,1.0,1.0,,,,,,,,,,,,,,,
1096.0,1096.0,BNA,2023-10-20,-0.679,1.0,0.679,,,,,,,,,,,,,,,
1097.0,1097.0,BNA,2023-10-23,-0.419,1.0,0.419,,,,,,,,,,,,,,,
1098.0,1098.0,BNA,2023-10-25,-0.772,1.0,0.772,,,,,,,,,,,,,,,
1099.0,1099.0,BNA,2023-10-26,0.0,1.0,0.0,,,,,,,,,,,,,,,
1100.0,1100.0,BNA,2023-10-27,-0.76,1.0,0.76,,,,,,,,,,,,,,,
1101.0,1101.0,BNA,2023-11-08,-0.511,1.0,0.511,,,,,,,,,,,,,,,
1102.0,1102.0,BNA,2023-11-09,0.484,1.0,0.484,,,,,,,,,,,,,,,
1103.0,1103.0,BNA,2023-11-10,1.0,1.0,1.0,,,,,,,,,,,,,,,
1104.0,1104.0,BNA,2023-11-21,-0.544,1.0,0.544,,,,,,,,,,,,,,,
1105.0,1105.0,BNA,2023-11-23,-0.675,1.0,0.675,,,,,,,,,,,,,,,
1106.0,1106.0,BNA,2023-11-24,-1.0,1.0,1.0,,,,,,,,,,,,,,,
1107.0,1107.0,BNA,2023-11-27,-1.0,1.0,1.0,,,,,,,,,,,,,,,
1108.0,1108.0,BNA,2023-11-28,1.0,1.0,1.0,,,,,,,,,,,,,,,
1109.0,1109.0,BNA,2023-11-29,0.32,2.0,1.36,,,,,,,,,,,,,,,
1110.0,1110.0,BNA,2023-12-04,-0.772,1.0,0.772,,,,,,,,,,,,,,,
1111.0,1111.0,BNA,2024-01-02,-0.631,2.0,1.262,,,,,,,,,,,,,,,
1112.0,1112.0,BNA,2024-01-09,0.776,1.0,0.776,,,,,,,,,,,,,,,
1113.0,1113.0,BNA,2024-01-19,-0.2606666666666666,3.0,2.77,,,,,,,,,,,,,,,
1114.0,1114.0,BNA,2024-01-20,1.0,1.0,1.0,,,,,,,,,,,,,,,
1115.0,1115.0,BNA,2024-01-25,-0.652,1.0,0.652,,,,,,,,,,,,,,,
1116.0,1116.0,BNA,2024-01-26,-1.0,1.0,1.0,,,,,,,,,,,,,,,
1117.0,1117.0,BNA,2024-01-30,-1.0,1.0,1.0,,,,,,,,,,,,,,,
1118.0,1118.0,BNA,2024-02-06,0.0,1.0,0.0,,,,,,,,,,,,,,,
1119.0,1119.0,BNA,2024-02-07,0.0,1.0,0.0,,,,,,,,,,,,,,,
1120.0,1120.0,BNA,2024-02-12,-1.0,1.0,1.0,,,,,,,,,,,,,,,
1121.0,1121.0,BNA,2024-02-14,-0.687,1.0,0.687,,,,,,,,,,,,,,,
1122.0,1122.0,BNA,2024-02-20,-0.887,1.0,0.887,,,,,,,,,,,,,,,
1123.0,1123.0,BNA,2024-03-13,-0.0454999999999999,2.0,1.409,,,,,,,,,,,,,,,
1124.0,1124.0,BNA,2024-03-18,0.718,1.0,0.718,,,,,,,,,,,,,,,
1125.0,1125.0,BNA,2024-03-19,0.0,1.0,0.0,,,,,,,,,,,,,,,
1126.0,1126.0,BNA,2024-03-25,0.422,1.0,0.422,,,,,,,,,,,,,,,
1127.0,1127.0,BNA,2024-04-04,0.592,1.0,0.592,,,,,,,,,,,,,,,
1128.0,1128.0,BNA,2024-04-08,-0.632,1.0,0.632,,,,,,,,,,,,,,,
1129.0,1129.0,BNA,2024-04-16,0.3333333333333333,3.0,3.0,,,,,,,,,,,,,,,
1130.0,1130.0,BNA,2024-04-17,1.0,2.0,2.0,,,,,,,,,,,,,,,
1131.0,1131.0,BNA,2024-04-19,0.2915,2.0,1.417,,,,,,,,,,,,,,,
1132.0,1132.0,BNA,2024-04-20,1.0,1.0,1.0,,,,,,,,,,,,,,,
1133.0,1133.0,BNA,2024-04-22,1.0,1.0,1.0,,,,,,,,,,,,,,,
1134.0,1134.0,BNA,2024-04-23,0.1629999999999999,2.0,1.674,,,,,,,,,,,,,,,
1135.0,1135.0,BNA,2024-05-02,-1.0,1.0,1.0,,,,,,,,,,,,,,,
1136.0,1136.0,BNA,2024-05-03,-1.0,1.0,1.0,,,,,,,,,,,,,,,
1137.0,1137.0,BNA,2024-05-07,-0.775,1.0,0.775,,,,,,,,,,,,,,,
1138.0,1138.0,BNA,2024-05-15,-1.0,1.0,1.0,,,,,,,,,,,,,,,
1139.0,1139.0,BNA,2024-06-06,0.0,1.0,0.0,,,,,,,,,,,,,,,
1140.0,1140.0,BNA,2024-06-14,-0.766,1.0,0.766,,,,,,,,,,,,,,,
1141.0,1141.0,BNA,2024-06-20,-1.0,1.0,1.0,,,,,,,,,,,,,,,
1142.0,1142.0,BNA,2024-06-27,1.0,1.0,1.0,,,,,,,,,,,,,,,
1143.0,1143.0,BNA,2024-07-03,0.0,1.0,0.0,,,,,,,,,,,,,,,
1144.0,1144.0,BNA,2024-07-04,0.0,1.0,0.0,,,,,,,,,,,,,,,
1145.0,1145.0,BNA,2024-07-05,-0.681,1.0,0.681,,,,,,,,,,,,,,,
1146.0,1146.0,BNA,2024-07-12,-0.643,1.0,0.643,,,,,,,,,,,,,,,
1147.0,1147.0,BNA,2024-07-15,-1.0,1.0,1.0,,,,,,,,,,,,,,,
1148.0,1148.0,BNA,2024-07-22,-0.1564999999999999,2.0,1.687,,,,,,,,,,,,,,,
1149.0,1149.0,BNA,2024-07-23,1.0,1.0,1.0,,,,,,,,,,,,,,,
1150.0,1150.0,BNA,2024-07-26,-0.483,2.0,0.966,,,,,,,,,,,,,,,
1151.0,1151.0,BNA,2024-08-27,-1.0,1.0,1.0,,,,,,,,,,,,,,,
1152.0,1152.0,BNA,2024-08-28,0.672,1.0,0.672,,,,,,,,,,,,,,,
1153.0,1153.0,BNA,2024-08-29,-0.622,1.0,0.622,,,,,,,,,,,,,,,
1154.0,1154.0,BNA,2024-08-30,0.1494999999999999,2.0,1.661,,,,,,,,,,,,,,,
1155.0,1155.0,BNA,2024-09-05,0.0,1.0,0.0,,,,,,,,,,,,,,,
1156.0,1156.0,BNA,2024-09-16,0.773,1.0,0.773,,,,,,,,,,,,,,,
1157.0,1157.0,BNA,2024-09-17,0.903,1.0,0.903,,,,,,,,,,,,,,,
1158.0,1158.0,BNA,2024-09-20,-1.0,1.0,1.0,,,,,,,,,,,,,,,
1159.0,1159.0,BNA,2024-09-23,-0.773,1.0,0.773,,,,,,,,,,,,,,,
1160.0,1160.0,BNA,2024-09-27,-0.0339999999999999,2.0,1.932,,,,,,,,,,,,,,,
1161.0,1161.0,BNA,2024-10-01,-0.97,1.0,0.97,,,,,,,,,,,,,,,
1162.0,1162.0,BNA,2024-10-21,-0.673,1.0,0.673,,,,,,,,,,,,,,,
1163.0,1163.0,BNA,2024-10-22,-0.431,1.0,0.431,,,,,,,,,,,,,,,
1164.0,1164.0,BNA,2024-10-24,-1.0,1.0,1.0,,,,,,,,,,,,,,,
1165.0,1165.0,BNA,2024-11-12,-1.0,1.0,1.0,,,,,,,,,,,,,,,
1166.0,1166.0,BNA,2024-11-13,-1.0,1.0,1.0,,,,,,,,,,,,,,,
1167.0,1167.0,BNA,2024-11-14,-1.0,1.0,1.0,,,,,,,,,,,,,,,
1168.0,1168.0,BNA,2024-11-18,0.0,2.0,0.0,,,,,,,,,,,,,,,
1169.0,1169.0,BNA,2024-11-22,-0.895,1.0,0.895,,,,,,,,,,,,,,,
1170.0,1170.0,BNA,2024-11-26,-0.675,1.0,0.675,,,,,,,,,,,,,,,
1171.0,1171.0,BNA,2024-11-27,-1.0,1.0,1.0,,,,,,,,,,,,,,,
1172.0,1172.0,BNA,2024-11-29,0.0,1.0,0.0,,,,,,,,,,,,,,,
1173.0,1173.0,BNA,2024-12-03,-0.776,1.0,0.776,,,,,,,,,,,,,,,
1174.0,1174.0,BNA,2024-12-04,-0.773,1.0,0.773,,,,,,,,,,,,,,,
1175.0,1175.0,BNA,2024-12-06,-1.0,1.0,1.0,,,,,,,,,,,,,,,
1176.0,1176.0,BNA,2024-12-10,0.591,1.0,0.591,,,,,,,,,,,,,,,
1177.0,1177.0,BNA,2024-12-13,-0.386,2.0,0.772,,,,,,,,,,,,,,,
1178.0,1178.0,BNA,2024-12-16,0.422,2.0,0.844,,,,,,,,,,,,,,,
1179.0,1179.0,BNA,2024-12-20,-0.868,2.0,1.736,,,,,,,,,,,,,,,
1180.0,1180.0,BNA,2024-12-25,-0.743,1.0,0.743,,,,,,,,,,,,,,,
1181.0,1181.0,BNA,2025-01-10,-0.649,1.0,0.649,,,,,,,,,,,,,,,
1182.0,1182.0,BNA,2025-01-14,-0.662,1.0,0.662,,,,,,,,,,,,,,,
1183.0,1183.0,BNA,2025-01-15,0.623,1.0,0.623,,,,,,,,,,,,,,,
1184.0,1184.0,BNA,2025-01-16,-0.1679999999999999,2.0,1.664,,,,,,,,,,,,,,,
1185.0,1185.0,BNA,2025-01-20,-0.601,1.0,0.601,,,,,,,,,,,,,,,
1186.0,1186.0,BNA,2025-01-22,1.0,1.0,1.0,,,,,,,,,,,,,,,
1187.0,1187.0,BNA,2025-01-23,-0.666,1.0,0.666,,,,,,,,,,,,,,,
1188.0,1188.0,BNA,2025-01-30,-0.767,1.0,0.767,,,,,,,,,,,,,,,
1189.0,1189.0,BNA,2025-01-31,-0.3333333333333333,3.0,1.0,,,,,,,,,,,,,,,
1190.0,1190.0,BNA,2025-02-01,0.759,1.0,0.759,,,,,,,,,,,,,,,
1191.0,1191.0,BNA,2025-02-03,-0.344,2.0,0.688,,,,,,,,,,,,,,,
1192.0,1192.0,BNA,2025-02-21,-0.678,1.0,0.678,,,,,,,,,,,,,,,
1193.0,1193.0,BNA,2025-03-10,-0.643,1.0,0.643,,,,,,,,,,,,,,,
1194.0,1194.0,BNA,2025-03-11,-1.0,1.0,1.0,,,,,,,,,,,,,,,
1195.0,1195.0,BNA,2025-03-12,-0.674,1.0,0.674,,,,,,,,,,,,,,,
1196.0,1196.0,BNA,2025-03-17,0.746,1.0,0.746,,,,,,,,,,,,,,,
1197.0,1197.0,BNA,2025-04-08,-0.674,1.0,0.674,,,,,,,,,,,,,,,
1198.0,1198.0,BNA,2025-04-14,0.0,1.0,0.0,,,,,,,,,,,,,,,
1199.0,1199.0,BNA,2025-04-15,1.0,1.0,1.0,,,,,,,,,,,,,,,
1200.0,1200.0,BNA,2025-04-16,0.972,1.0,0.972,,,,,,,,,,,,,,,
1201.0,1201.0,BNA,2025-04-21,-0.6775,2.0,1.355,,,,,,,,,,,,,,,
1202.0,1202.0,BNA,2025-04-22,-0.0574999999999999,2.0,1.225,,,,,,,,,,,,,,,
1203.0,1203.0,BNA,2025-05-07,1.0,1.0,1.0,,,,,,,,,,,,,,,
1204.0,1204.0,BNA,2025-05-12,1.0,1.0,1.0,,,,,,,,,,,,,,,
1205.0,1205.0,BNA,2025-05-21,-0.666,1.0,0.666,,,,,,,,,,,,,,,
1206.0,1206.0,BNA,2025-05-31,0.776,1.0,0.776,,,,,,,,,,,,,,,
1207.0,1207.0,BNA,2025-06-02,-1.0,1.0,1.0,,,,,,,,,,,,,,,
1208.0,1208.0,BNA,2025-06-04,0.0,1.0,0.0,,,,,,,,,,,,,,,
1209.0,1209.0,BNA,2025-06-05,-0.432,1.0,0.432,,,,,,,,,,,,,,,
1210.0,1210.0,BNA,2025-06-10,0.0,1.0,0.0,,,,,,,,,,,,,,,
1211.0,1211.0,BNA,2025-06-11,0.0,1.0,0.0,,,,,,,,,,,,,,,
1212.0,1212.0,BNA,2025-06-13,-0.677,1.0,0.677,,,,,,,,,,,,,,,
1213.0,1213.0,BNA,2025-06-17,0.1674999999999999,2.0,1.665,,,,,,,,,,,,,,,
1214.0,1214.0,BNA,2025-06-20,0.609,2.0,1.218,,,,,,,,,,,,,,,
1215.0,1215.0,BNA,2025-06-24,0.0,1.0,0.0,,,,,,,,,,,,,,,
1216.0,1216.0,BNA,2025-06-25,0.0,2.0,0.0,,,,,,,,,,,,,,,
1217.0,1217.0,BNA,2025-07-01,0.749,1.0,0.749,,,,,,,,,,,,,,,
1218.0,1218.0,BNA,2025-07-03,0.309,2.0,0.618,,,,,,,,,,,,,,,
1219.0,1219.0,BNA,2025-07-10,-0.3835,2.0,0.767,,,,,,,,,,,,,,,
1220.0,1220.0,BNA,2025-07-14,-0.921,1.0,0.921,,,,,,,,,,,,,,,
1221.0,1221.0,BNA,2025-07-21,-0.5785,2.0,1.157,,,,,,,,,,,,,,,
1222.0,1222.0,BNA,2025-07-28,0.538,1.0,0.538,,,,,,,,,,,,,,,
1223.0,1223.0,BNA,2025-08-01,0.713,1.0,0.713,,,,,,,,,,,,,,,
1224.0,1224.0,BNA,2025-08-06,0.0,1.0,0.0,,,,,,,,,,,,,,,
1225.0,1225.0,BNA,2025-08-07,0.0,1.0,0.0,,,,,,,,,,,,,,,
1226.0,1226.0,BNA,2025-08-08,-0.3385,2.0,0.677,,,,,,,,,,,,,,,
1227.0,1227.0,BNA,2025-08-12,0.0,1.0,0.0,,,,,,,,,,,,,,,
1228.0,1228.0,BNA,2025-08-14,-0.3333333333333333,3.0,1.0,,,,,,,,,,,,,,,
1229.0,1229.0,BNA,2025-08-18,-0.452,1.0,0.452,,,,,,,,,,,,,,,
1230.0,1230.0,BNA,2025-08-22,0.0,1.0,0.0,,,,,,,,,,,,,,,
