VALEUR,SEANCE,Mean_Weighted_Sentiment,Article_Count,Sentiment_Intensity
ONE TECH HOLDING,2024-04-02,-1.0,1,1.0
ONE TECH HOLDING,2024-04-17,-0.483,2,0.966
ONE TECH HOLDING,2024-04-22,-0.16149999999999998,2,1.677
ONE TECH HOLDING,2024-04-25,0.0,2,0.0
ONE TECH HOLDING,2024-05-07,0.974,1,0.974
ONE TECH HOLDING,2024-05-16,0.666,1,0.666
ONE TECH HOLDING,2024-05-17,-0.58,2,1.16
ONE TECH HOLDING,2024-05-21,0.7775000000000001,2,1.5550000000000002
ONE TECH HOLDING,2024-05-27,-0.642,1,0.642
ONE TECH HOLDING,2024-05-28,-0.518,1,0.518
ONE TECH HOLDING,2024-05-29,-0.603,1,0.603
ONE TECH HOLDING,2024-05-30,-0.624,1,0.624
ONE TECH HOLDING,2024-06-12,0.533,2,1.066
ONE TECH HOLDING,2024-06-13,-1.0,1,1.0
ONE TECH HOLDING,2024-06-14,-0.766,1,0.766
ONE TECH HOLDING,2024-06-15,1.0,1,1.0
ONE TECH HOLDING,2024-06-18,0.573,1,0.573
ONE TECH HOLDING,2024-06-19,-0.913,1,0.913
ONE TECH HOLDING,2024-06-20,-0.8029999999999999,2,1.6059999999999999
ONE TECH HOLDING,2024-06-21,-0.75,1,0.75
ONE TECH HOLDING,2024-06-24,-0.774,1,0.774
ONE TECH HOLDING,2024-06-26,-1.0,1,1.0
ONE TECH HOLDING,2024-06-27,0.8865000000000001,2,1.7730000000000001
ONE TECH HOLDING,2024-06-28,-1.0,1,1.0
ONE TECH HOLDING,2024-07-01,-0.695,1,0.695
ONE TECH HOLDING,2024-07-02,-0.996,1,0.996
ONE TECH HOLDING,2024-07-03,-0.764,1,0.764
ONE TECH HOLDING,2024-07-05,-0.681,1,0.681
ONE TECH HOLDING,2024-07-09,0.668,1,0.668
ONE TECH HOLDING,2024-07-11,-1.0,1,1.0
ONE TECH HOLDING,2024-07-12,-0.643,1,0.643
ONE TECH HOLDING,2024-07-15,-1.0,1,1.0
ONE TECH HOLDING,2024-07-18,-0.773,1,0.773
ONE TECH HOLDING,2024-07-22,0.665,1,0.665
ONE TECH HOLDING,2024-07-23,-1.0,1,1.0
ONE TECH HOLDING,2024-07-26,0.537,1,0.537
ONE TECH HOLDING,2024-07-31,-0.775,1,0.775
ONE TECH HOLDING,2024-08-06,-1.0,1,1.0
ONE TECH HOLDING,2024-08-16,-1.0,1,1.0
ONE TECH HOLDING,2024-08-22,0.067,2,1.1960000000000002
ONE TECH HOLDING,2024-09-02,0.0,1,0.0
ONE TECH HOLDING,2024-09-03,-0.675,1,0.675
ONE TECH HOLDING,2024-09-12,-1.0,1,1.0
ONE TECH HOLDING,2024-09-16,-1.0,1,1.0
ONE TECH HOLDING,2024-09-25,0.687,1,0.687
ONE TECH HOLDING,2024-09-26,-0.68,1,0.68
ONE TECH HOLDING,2024-09-30,-1.0,1,1.0
ONE TECH HOLDING,2024-10-01,-0.63,1,0.63
ONE TECH HOLDING,2024-10-02,0.63,2,1.26
ONE TECH HOLDING,2024-10-03,-1.0,1,1.0
ONE TECH HOLDING,2024-10-07,0.0,1,0.0
ONE TECH HOLDING,2024-10-09,-0.739,1,0.739
ONE TECH HOLDING,2024-10-10,0.631,1,0.631
ONE TECH HOLDING,2024-10-11,0.622,1,0.622
ONE TECH HOLDING,2024-10-14,0.643,1,0.643
ONE TECH HOLDING,2024-10-16,-1.0,1,1.0
ONE TECH HOLDING,2024-10-18,-1.0,1,1.0
ONE TECH HOLDING,2024-10-22,-0.265,2,1.47
ONE TECH HOLDING,2024-10-28,-0.704,1,0.704
ONE TECH HOLDING,2024-11-04,0.2185,2,0.437
ONE TECH HOLDING,2024-11-11,-0.505,1,0.505
ONE TECH HOLDING,2024-11-12,-0.778,1,0.778
ONE TECH HOLDING,2024-11-13,-1.0,1,1.0
ONE TECH HOLDING,2024-11-15,-0.775,1,0.775
ONE TECH HOLDING,2024-11-18,-0.622,1,0.622
ONE TECH HOLDING,2024-12-02,-0.643,1,0.643
ONE TECH HOLDING,2024-12-03,-0.776,1,0.776
ONE TECH HOLDING,2024-12-11,-0.778,1,0.778
ONE TECH HOLDING,2024-12-23,-1.0,1,1.0
ONE TECH HOLDING,2024-12-24,-0.711,1,0.711
ONE TECH HOLDING,2024-12-26,0.468,1,0.468
ONE TECH HOLDING,2025-01-02,-0.755,1,0.755
ONE TECH HOLDING,2025-01-06,-1.0,1,1.0
ONE TECH HOLDING,2025-01-07,-1.0,1,1.0
ONE TECH HOLDING,2025-01-08,-1.0,1,1.0
ONE TECH HOLDING,2025-01-21,-0.302,2,1.396
ONE TECH HOLDING,2025-01-23,-0.681,1,0.681
ONE TECH HOLDING,2025-01-29,-0.761,1,0.761
ONE TECH HOLDING,2025-02-06,-1.0,1,1.0
ONE TECH HOLDING,2025-02-07,-0.678,1,0.678
ONE TECH HOLDING,2025-02-12,-0.675,1,0.675
ONE TECH HOLDING,2025-02-13,-0.669,1,0.669
ONE TECH HOLDING,2025-02-28,-1.0,1,1.0
ONE TECH HOLDING,2025-03-03,-1.0,1,1.0
ONE TECH HOLDING,2025-03-17,0.9975,2,1.995
ONE TECH HOLDING,2025-03-18,-0.544,1,0.544
ONE TECH HOLDING,2025-03-19,-0.751,1,0.751
ONE TECH HOLDING,2025-04-02,0.16449999999999998,2,1.671
ONE TECH HOLDING,2025-04-03,-0.678,1,0.678
ONE TECH HOLDING,2025-04-04,-0.679,1,0.679
ONE TECH HOLDING,2025-04-16,0.569,1,0.569
ONE TECH HOLDING,2025-04-21,-0.726,1,0.726
ONE TECH HOLDING,2025-04-22,-0.67,1,0.67
ONE TECH HOLDING,2025-05-06,-0.673,1,0.673
ONE TECH HOLDING,2025-05-09,-0.7090000000000001,2,1.4180000000000001
ONE TECH HOLDING,2025-05-14,-0.773,1,0.773
ONE TECH HOLDING,2025-05-16,0.9704999999999999,2,1.9409999999999998
ONE TECH HOLDING,2025-05-23,0.7595000000000001,2,1.5190000000000001
ONE TECH HOLDING,2025-05-26,0.19,2,1.62
ONE TECH HOLDING,2025-05-27,-0.673,1,0.673
ONE TECH HOLDING,2025-05-28,-0.678,1,0.678
ONE TECH HOLDING,2025-05-30,-0.757,1,0.757
ONE TECH HOLDING,2025-06-02,0.436,1,0.436
ONE TECH HOLDING,2025-06-03,-0.672,1,0.672
ONE TECH HOLDING,2025-06-09,-1.0,1,1.0
ONE TECH HOLDING,2025-06-16,-1.0,1,1.0
ONE TECH HOLDING,2025-07-11,-0.669,1,0.669
ONE TECH HOLDING,2025-07-22,1.0,1,1.0
ONE TECH HOLDING,2025-07-23,1.0,1,1.0
ONE TECH HOLDING,2025-08-01,0.238,3,2.008
ONE TECH HOLDING,2025-08-11,-0.766,1,0.766
ONE TECH HOLDING,2025-08-29,1.0,1,1.0
ONE TECH HOLDING,2025-09-01,0.686,1,0.686
ONE TECH HOLDING,2025-09-02,-0.532,1,0.532
ONE TECH HOLDING,2025-09-03,-1.0,1,1.0
ONE TECH HOLDING,2025-09-23,-0.677,1,0.677
ONE TECH HOLDING,2025-09-29,0.519,1,0.519
ONE TECH HOLDING,2025-10-03,-1.0,1,1.0
ONE TECH HOLDING,2025-10-06,-0.675,1,0.675
ONE TECH HOLDING,2025-10-10,-0.672,1,0.672
ONE TECH HOLDING,2025-10-21,1.0,1,1.0
ONE TECH HOLDING,2025-10-28,-0.73,1,0.73
ONE TECH HOLDING,2025-10-31,0.874,1,0.874
ONE TECH HOLDING,2025-11-24,-1.0,1,1.0
ONE TECH HOLDING,2025-11-25,-0.68,1,0.68
ONE TECH HOLDING,2025-11-28,-1.0,1,1.0
ONE TECH HOLDING,2025-12-03,0.402,1,0.402
ONE TECH HOLDING,2025-12-04,-1.0,1,1.0
ONE TECH HOLDING,2025-12-11,0.0,1,0.0
ONE TECH HOLDING,2025-12-23,-0.682,1,0.682
ONE TECH HOLDING,2025-12-30,-0.572,1,0.572
SAH,2021-01-05,-1.0,1,1.0
SAH,2021-01-06,-1.0,1,1.0
SAH,2021-01-07,-1.0,1,1.0
SAH,2021-01-08,-0.742,1,0.742
SAH,2021-01-15,-1.0,1,1.0
SAH,2021-01-18,0.375,1,0.375
SAH,2021-01-19,-1.0,1,1.0
SAH,2021-01-21,1.0,1,1.0
SAH,2021-01-22,-0.765,2,1.53
SAH,2021-02-01,-1.0,2,2.0
SAH,2021-02-04,-0.14500000000000002,2,1.71
SAH,2021-02-08,-0.771,1,0.771
SAH,2021-02-22,-1.0,1,1.0
SAH,2021-02-24,-1.0,1,1.0
SAH,2021-03-01,-0.775,1,0.775
SAH,2021-03-03,-0.735,1,0.735
SAH,2021-03-04,-0.803,1,0.803
SAH,2021-03-07,0.444,1,0.444
SAH,2021-03-08,0.15299999999999997,2,1.642
SAH,2021-03-10,-1.0,1,1.0
SAH,2021-03-11,-0.662,1,0.662
SAH,2021-03-12,1.0,1,1.0
SAH,2021-03-15,-0.739,1,0.739
SAH,2021-03-22,-1.0,1,1.0
SAH,2021-03-24,-1.0,1,1.0
SAH,2021-03-26,-1.0,1,1.0
SAH,2021-03-29,-0.761,1,0.761
SAH,2021-04-05,-1.0,1,1.0
SAH,2021-04-12,-1.0,1,1.0
SAH,2021-04-20,1.0,1,1.0
SAH,2021-04-21,-1.0,1,1.0
SAH,2021-04-28,-1.0,1,1.0
SAH,2021-04-29,-1.0,1,1.0
SAH,2021-05-07,-1.0,1,1.0
SAH,2021-05-10,1.0,1,1.0
SAH,2021-05-17,0.498,1,0.498
SAH,2021-05-31,-0.774,1,0.774
SAH,2021-06-02,0.0,1,0.0
SAH,2021-06-04,0.739,1,0.739
SAH,2021-06-16,-1.0,1,1.0
SAH,2021-06-22,0.595,1,0.595
SAH,2021-06-25,-1.0,1,1.0
SAH,2021-06-28,-1.0,1,1.0
SAH,2021-07-02,-0.956,1,0.956
SAH,2021-07-05,0.766,1,0.766
SAH,2021-07-12,-1.0,1,1.0
SAH,2021-07-28,1.0,1,1.0
SAH,2021-09-15,-1.0,1,1.0
SAH,2021-09-23,-1.0,1,1.0
SAH,2021-10-04,-0.662,1,0.662
SAH,2021-10-22,1.0,1,1.0
SAH,2021-10-27,-0.753,1,0.753
SAH,2021-11-04,-1.0,1,1.0
SAH,2021-11-24,-1.0,1,1.0
SAH,2021-11-29,-1.0,1,1.0
SAH,2022-01-07,-1.0,1,1.0
SAH,2022-01-25,1.0,1,1.0
SAH,2022-01-31,0.755,1,0.755
SAH,2022-02-03,-0.594,1,0.594
SAH,2022-02-11,-1.0,1,1.0
SAH,2022-03-02,0.0,1,0.0
SAH,2022-03-11,-0.445,1,0.445
SAH,2022-04-21,1.0,1,1.0
SAH,2022-06-27,1.0,1,1.0
SAH,2022-07-05,-0.669,1,0.669
SAH,2022-07-26,1.0,1,1.0
SAH,2022-08-01,1.0,1,1.0
SAH,2022-08-10,1.0,1,1.0
SAH,2022-09-21,-1.0,1,1.0
SAH,2022-09-27,-0.468,1,0.468
SAH,2022-10-10,0.553,1,0.553
SAH,2022-10-25,1.0,1,1.0
SAH,2022-12-15,-0.898,1,0.898
SAH,2022-12-16,-0.21766666666666667,3,2.015
SAH,2022-12-28,0.0,2,0.0
SAH,2023-01-09,0.0,1,0.0
SAH,2023-01-16,-0.793,1,0.793
SAH,2023-01-17,0.32466666666666666,3,2.974
SAH,2023-01-18,-1.0,1,1.0
SAH,2023-01-20,0.0,1,0.0
SAH,2023-02-13,-0.279,3,2.011
SAH,2023-02-14,0.512,1,0.512
SAH,2023-02-15,0.0,1,0.0
SAH,2023-02-17,0.04899999999999999,2,1.6480000000000001
SAH,2023-02-20,-1.0,1,1.0
SAH,2023-03-01,-1.0,1,1.0
SAH,2023-03-03,-1.0,1,1.0
SAH,2023-03-07,0.0,1,0.0
SAH,2023-03-09,-0.776,1,0.776
SAH,2023-03-10,-0.771,1,0.771
SAH,2023-03-22,-0.776,1,0.776
SAH,2023-03-23,-0.627,1,0.627
SAH,2023-03-24,0.448,1,0.448
SAH,2023-03-27,-0.7955,2,1.591
SAH,2023-03-28,-1.0,1,1.0
SAH,2023-03-29,-0.737,1,0.737
SAH,2023-03-31,-0.713,1,0.713
SAH,2023-04-05,-0.53,1,0.53
SAH,2023-04-07,-0.75,1,0.75
SAH,2023-04-10,-0.811,1,0.811
SAH,2023-04-12,-1.0,1,1.0
SAH,2023-04-13,0.823,3,2.469
SAH,2023-04-14,-0.775,1,0.775
SAH,2023-04-17,-0.739,1,0.739
SAH,2023-04-19,1.0,1,1.0
SAH,2023-05-10,-1.0,1,1.0
SAH,2023-05-17,-1.0,1,1.0
SAH,2023-05-29,-0.007666666666666655,3,2.023
SAH,2023-06-01,0.0,1,0.0
SAH,2023-06-12,0.239,3,2.717
SAH,2023-06-13,0.0,1,0.0
SAH,2023-06-19,-0.539,1,0.539
SAH,2023-06-20,0.625,1,0.625
SAH,2023-06-22,0.765,1,0.765
SAH,2023-06-23,0.04349999999999998,2,1.433
SAH,2023-06-26,-0.421,1,0.421
SAH,2023-07-11,-0.775,1,0.775
SAH,2023-07-12,-1.0,1,1.0
SAH,2023-07-13,-1.0,1,1.0
SAH,2023-07-20,-1.0,1,1.0
SAH,2023-07-26,1.0,1,1.0
SAH,2023-07-27,0.23049999999999998,2,1.5390000000000001
SAH,2023-07-31,-0.31,2,0.62
SAH,2023-08-02,-1.0,1,1.0
SAH,2023-08-18,-0.347,1,0.347
SAH,2023-09-08,-1.0,1,1.0
SAH,2023-09-11,-0.774,1,0.774
SAH,2023-10-03,1.0,1,1.0
SAH,2023-10-05,-0.59,1,0.59
SAH,2023-10-10,-0.7949999999999999,2,1.5899999999999999
SAH,2023-10-12,-0.751,1,0.751
SAH,2023-10-23,0.16999999999999998,2,1.6600000000000001
SAH,2023-10-27,-1.0,1,1.0
SAH,2023-11-02,0.843,2,1.686
SAH,2023-11-06,-0.5,2,1.0
SAH,2023-11-08,-0.511,1,0.511
SAH,2023-11-09,0.484,1,0.484
SAH,2023-11-10,-1.0,1,1.0
SAH,2023-11-16,-0.739,1,0.739
SAH,2023-12-01,-0.724,1,0.724
SAH,2023-12-05,-1.0,1,1.0
SAH,2023-12-08,-0.671,1,0.671
SAH,2023-12-14,-1.0,1,1.0
SAH,2023-12-27,-0.5,2,1.0
SAH,2023-12-31,0.469,1,0.469
SAH,2024-01-02,-1.0,1,1.0
SAH,2024-01-03,-0.33099999999999996,2,1.338
SAH,2024-01-04,-1.0,1,1.0
SAH,2024-01-08,-0.778,1,0.778
SAH,2024-01-09,-1.0,1,1.0
SAH,2024-01-10,-0.915,1,0.915
SAH,2024-01-11,-0.776,1,0.776
SAH,2024-01-12,-0.673,1,0.673
SAH,2024-01-16,-0.92,1,0.92
SAH,2024-01-17,-1.0,1,1.0
SAH,2024-01-18,-1.0,1,1.0
SAH,2024-01-19,-0.776,1,0.776
SAH,2024-01-22,-0.882,2,1.764
SAH,2024-01-23,-0.551,1,0.551
SAH,2024-01-24,1.0,1,1.0
SAH,2024-02-07,0.294,3,2.412
SAH,2024-02-14,-0.687,1,0.687
SAH,2024-02-16,0.646,1,0.646
SAH,2024-02-19,-1.0,1,1.0
SAH,2024-03-05,-0.746,1,0.746
SAH,2024-03-07,-0.679,1,0.679
SAH,2024-03-11,-0.776,1,0.776
SAH,2024-03-15,0.591,1,0.591
SAH,2024-03-19,-0.573,1,0.573
SAH,2024-03-29,0.706,1,0.706
SAH,2024-04-12,0.729,1,0.729
SAH,2024-04-23,0.9784999999999999,2,1.9569999999999999
SAH,2024-05-15,-1.0,1,1.0
SAH,2024-05-22,-0.679,1,0.679
SAH,2024-06-04,-1.0,1,1.0
SAH,2024-06-05,0.3265,2,0.653
SAH,2024-06-07,-0.473,1,0.473
SAH,2024-06-11,1.0,1,1.0
SAH,2024-06-12,0.10149999999999998,2,1.7570000000000001
SAH,2024-06-15,0.456,1,0.456
SAH,2024-06-19,-0.913,1,0.913
SAH,2024-06-28,0.0,2,2.0
SAH,2024-07-01,0.36333333333333334,3,2.48
SAH,2024-07-02,-0.996,1,0.996
SAH,2024-07-03,-0.764,1,0.764
SAH,2024-07-08,-0.834,1,0.834
SAH,2024-07-09,0.6815,2,1.363
SAH,2024-07-10,-0.747,1,0.747
SAH,2024-07-11,-1.0,1,1.0
SAH,2024-07-12,-0.643,1,0.643
SAH,2024-07-15,-1.0,1,1.0
SAH,2024-07-16,-1.0,1,1.0
SAH,2024-07-17,-1.0,1,1.0
SAH,2024-07-18,-0.773,1,0.773
SAH,2024-07-19,-0.77,1,0.77
SAH,2024-07-26,0.3406666666666667,3,2.052
SAH,2024-07-29,-0.705,1,0.705
SAH,2024-08-01,-1.0,1,1.0
SAH,2024-08-16,-1.0,1,1.0
SAH,2024-08-19,-1.0,1,1.0
SAH,2024-08-20,-0.679,1,0.679
SAH,2024-09-04,0.264,2,1.472
SAH,2024-09-05,-1.0,1,1.0
SAH,2024-09-09,-1.0,1,1.0
SAH,2024-09-10,-1.0,1,1.0
SAH,2024-09-12,-1.0,1,1.0
SAH,2024-09-16,-1.0,1,1.0
SAH,2024-09-19,-0.635,1,0.635
SAH,2024-09-24,0.585,1,0.585
SAH,2024-09-25,0.687,1,0.687
SAH,2024-09-27,-0.664,1,0.664
SAH,2024-09-30,-1.0,1,1.0
SAH,2024-10-01,-0.63,1,0.63
SAH,2024-10-03,-1.0,1,1.0
SAH,2024-10-04,-1.0,1,1.0
SAH,2024-10-07,-1.0,1,1.0
SAH,2024-10-08,-0.475,1,0.475
SAH,2024-10-11,0.622,1,0.622
SAH,2024-10-24,1.0,1,1.0
SAH,2024-10-25,0.8035,2,1.607
SAH,2024-10-28,-0.704,1,0.704
SAH,2024-10-30,-0.75,1,0.75
SAH,2024-11-11,-0.505,1,0.505
SAH,2024-11-13,-1.0,1,1.0
SAH,2024-11-21,-1.0,1,1.0
SAH,2024-11-22,-0.776,1,0.776
SAH,2024-11-26,-0.675,1,0.675
SAH,2024-11-27,-1.0,1,1.0
SAH,2024-12-02,-0.643,1,0.643
SAH,2024-12-06,-1.0,1,1.0
SAH,2024-12-13,0.11399999999999999,2,1.772
SAH,2024-12-16,-0.768,1,0.768
SAH,2024-12-18,0.0,1,0.0
SAH,2024-12-26,-0.957,1,0.957
SAH,2024-12-30,-0.485,1,0.485
SAH,2024-12-31,0.615,1,0.615
SAH,2025-01-02,-1.0,1,1.0
SAH,2025-01-06,-1.0,1,1.0
SAH,2025-01-09,-0.617,1,0.617
SAH,2025-01-10,-0.649,1,0.649
SAH,2025-01-14,-0.563,1,0.563
SAH,2025-01-15,0.623,1,0.623
SAH,2025-01-23,1.0,1,1.0
SAH,2025-01-27,-0.559,1,0.559
SAH,2025-01-30,-0.437,1,0.437
SAH,2025-01-31,0.445,1,0.445
SAH,2025-02-14,0.967,1,0.967
SAH,2025-02-17,0.68,1,0.68
SAH,2025-02-18,-0.517,1,0.517
SAH,2025-02-19,-0.961,1,0.961
SAH,2025-02-24,-0.57,1,0.57
SAH,2025-03-12,-0.674,1,0.674
SAH,2025-03-13,-0.673,1,0.673
SAH,2025-03-19,-0.751,1,0.751
SAH,2025-03-21,-0.466,1,0.466
SAH,2025-03-25,-0.763,1,0.763
SAH,2025-04-18,0.618,1,0.618
SAH,2025-04-23,0.024500000000000022,2,1.177
SAH,2025-04-24,1.0,1,1.0
SAH,2025-04-25,-1.0,1,1.0
SAH,2025-04-29,0.713,1,0.713
SAH,2025-04-30,-0.676,1,0.676
SAH,2025-05-06,-0.673,1,0.673
SAH,2025-05-07,-0.03533333333333336,3,1.25
SAH,2025-05-08,-0.716,1,0.716
SAH,2025-05-09,-0.6214999999999999,2,1.2429999999999999
SAH,2025-05-12,0.4633333333333334,3,2.594
SAH,2025-05-13,-0.67,1,0.67
SAH,2025-05-14,-0.773,1,0.773
SAH,2025-05-15,-0.674,1,0.674
SAH,2025-05-16,-0.673,1,0.673
SAH,2025-05-19,-0.671,1,0.671
SAH,2025-05-20,-1.0,1,1.0
SAH,2025-05-21,-0.707,1,0.707
SAH,2025-05-22,0.0,1,0.0
SAH,2025-05-26,-0.62,1,0.62
SAH,2025-05-29,-0.672,1,0.672
SAH,2025-06-03,-0.672,1,0.672
SAH,2025-06-04,-0.477,1,0.477
SAH,2025-06-09,-1.0,1,1.0
SAH,2025-06-12,-0.29733333333333334,3,1.9900000000000002
SAH,2025-06-16,0.8875,2,1.775
SAH,2025-06-17,0.16749999999999998,2,1.665
SAH,2025-06-19,0.26066666666666666,3,2.782
SAH,2025-06-20,-0.677,1,0.677
SAH,2025-06-25,-0.68,1,0.68
SAH,2025-07-04,0.3416666666666666,3,2.387
SAH,2025-07-10,-0.767,1,0.767
SAH,2025-07-17,-0.769,1,0.769
SAH,2025-07-24,-0.461,1,0.461
SAH,2025-07-26,1.0,1,1.0
SAH,2025-07-28,-1.0,1,1.0
SAH,2025-07-29,0.784,1,0.784
SAH,2025-08-01,-0.524,1,0.524
SAH,2025-08-07,-0.668,1,0.668
SAH,2025-08-20,-1.0,1,1.0
SAH,2025-08-21,-0.677,1,0.677
SAH,2025-08-22,-0.675,1,0.675
SAH,2025-08-25,-0.639,1,0.639
SAH,2025-09-11,0.2346666666666667,3,2.0220000000000002
SAH,2025-09-12,1.0,1,1.0
SAH,2025-09-15,0.532,1,0.532
SAH,2025-09-19,-1.0,1,1.0
SAH,2025-09-24,-0.671,1,0.671
SAH,2025-10-06,-0.675,1,0.675
SAH,2025-10-17,0.16149999999999998,2,1.677
SAH,2025-10-24,-1.0,1,1.0
SAH,2025-10-27,-0.615,1,0.615
SAH,2025-10-29,-0.645,1,0.645
SAH,2025-10-30,-0.3385,2,0.677
SAH,2025-10-31,0.437,2,0.874
SAH,2025-11-03,-0.678,1,0.678
SAH,2025-11-04,1.0,1,1.0
SAH,2025-11-05,-0.675,1,0.675
SAH,2025-11-07,-1.0,1,1.0
SAH,2025-11-10,0.568,1,0.568
SAH,2025-11-11,-0.591,1,0.591
SAH,2025-11-13,-0.587,1,0.587
SAH,2025-11-14,-0.463,1,0.463
SAH,2025-11-17,-0.622,1,0.622
SAH,2025-11-18,-0.7444999999999999,2,1.4889999999999999
SAH,2025-11-20,-0.675,1,0.675
SAH,2025-11-21,-0.573,1,0.573
SAH,2025-11-28,-1.0,1,1.0
SAH,2025-12-02,-0.674,1,0.674
SAH,2025-12-03,0.402,1,0.402
SAH,2025-12-10,-1.0,1,1.0
SAH,2025-12-11,-0.675,1,0.675
SAH,2025-12-12,-1.0,1,1.0
SAH,2025-12-22,-0.672,1,0.672
SAH,2025-12-25,0.34,1,0.34
SAH,2025-12-26,-0.417,1,0.417
SFBT,2021-01-04,-1.0,2,2.0
SFBT,2021-01-05,-1.0,1,1.0
SFBT,2021-01-06,-1.0,1,1.0
SFBT,2021-01-08,-0.742,1,0.742
SFBT,2021-01-11,-0.77,1,0.77
SFBT,2021-01-13,-1.0,1,1.0
SFBT,2021-01-15,-1.0,1,1.0
SFBT,2021-01-18,0.375,1,0.375
SFBT,2021-01-19,-1.0,1,1.0
SFBT,2021-01-20,0.957,1,0.957
SFBT,2021-01-22,-0.765,2,1.53
SFBT,2021-01-27,-0.773,1,0.773
SFBT,2021-02-01,-1.0,2,2.0
SFBT,2021-02-08,-1.0,1,1.0
SFBT,2021-02-22,-1.0,1,1.0
SFBT,2021-03-03,-0.735,1,0.735
SFBT,2021-03-04,-0.803,1,0.803
SFBT,2021-03-10,-1.0,1,1.0
SFBT,2021-03-11,0.964,1,0.964
SFBT,2021-03-12,-0.949,1,0.949
SFBT,2021-03-15,-0.739,1,0.739
SFBT,2021-03-26,-1.0,1,1.0
SFBT,2021-03-29,-0.761,1,0.761
SFBT,2021-04-05,-1.0,1,1.0
SFBT,2021-04-07,0.286,1,0.286
SFBT,2021-04-08,0.789,1,0.789
SFBT,2021-04-12,-1.0,1,1.0
SFBT,2021-04-19,-1.0,1,1.0
SFBT,2021-04-21,-1.0,1,1.0
SFBT,2021-04-26,-0.586,1,0.586
SFBT,2021-04-27,1.0,1,1.0
SFBT,2021-04-29,-1.0,1,1.0
SFBT,2021-05-17,0.498,1,0.498
SFBT,2021-05-18,0.686,1,0.686
SFBT,2021-05-24,-1.0,1,1.0
SFBT,2021-05-26,-0.767,1,0.767
SFBT,2021-05-31,-0.774,1,0.774
SFBT,2021-06-07,-1.0,1,1.0
SFBT,2021-06-10,-0.673,1,0.673
SFBT,2021-06-16,-1.0,1,1.0
SFBT,2021-06-25,-1.0,1,1.0
SFBT,2021-06-28,-1.0,1,1.0
SFBT,2021-06-29,0.73,1,0.73
SFBT,2021-07-01,0.67,1,0.67
SFBT,2021-07-02,-0.956,1,0.956
SFBT,2021-07-19,-1.0,1,1.0
SFBT,2021-08-20,0.87,1,0.87
SFBT,2021-08-26,1.0,1,1.0
SFBT,2021-09-20,-0.744,1,0.744
SFBT,2021-09-23,-1.0,1,1.0
SFBT,2021-10-04,-0.662,1,0.662
SFBT,2021-10-11,-1.0,1,1.0
SFBT,2021-10-21,-1.0,1,1.0
SFBT,2021-10-27,-0.753,1,0.753
SFBT,2021-11-10,-1.0,1,1.0
SFBT,2021-11-16,0.685,1,0.685
SFBT,2021-11-24,-1.0,1,1.0
SFBT,2021-11-25,-0.769,1,0.769
SFBT,2022-01-03,-0.771,1,0.771
SFBT,2022-01-04,-1.0,1,1.0
SFBT,2022-01-06,-1.0,1,1.0
SFBT,2022-01-17,-1.0,1,1.0
SFBT,2022-01-21,0.595,1,0.595
SFBT,2022-02-10,-0.6,1,0.6
SFBT,2022-03-02,-0.679,1,0.679
SFBT,2022-04-01,-0.776,1,0.776
SFBT,2022-04-04,-0.1225,2,1.755
SFBT,2022-04-05,-1.0,1,1.0
SFBT,2022-04-18,-1.0,1,1.0
SFBT,2022-04-19,-0.478,1,0.478
SFBT,2022-04-26,0.982,1,0.982
SFBT,2022-05-11,-0.595,1,0.595
SFBT,2022-05-17,0.616,1,0.616
SFBT,2022-07-20,-0.346,1,0.346
SFBT,2022-08-19,1.0,1,1.0
SFBT,2022-10-20,1.0,1,1.0
SFBT,2022-11-15,-1.0,1,1.0
SFBT,2022-12-04,-0.63,1,0.63
SFBT,2022-12-15,-0.898,1,0.898
SFBT,2022-12-16,-0.83,1,0.83
SFBT,2022-12-19,-0.769,1,0.769
SFBT,2022-12-20,-0.751,1,0.751
SFBT,2022-12-21,-1.0,1,1.0
SFBT,2022-12-23,-0.777,1,0.777
SFBT,2022-12-27,-0.695,1,0.695
SFBT,2022-12-31,-1.0,1,1.0
SFBT,2023-01-02,-0.887,2,1.774
SFBT,2023-01-04,-1.0,1,1.0
SFBT,2023-01-05,-1.0,1,1.0
SFBT,2023-01-06,-0.6890000000000001,2,1.3780000000000001
SFBT,2023-01-09,-1.0,1,1.0
SFBT,2023-01-10,-0.749,1,0.749
SFBT,2023-01-11,-1.0,1,1.0
SFBT,2023-01-12,-1.0,1,1.0
SFBT,2023-01-13,0.0,1,0.0
SFBT,2023-01-16,-0.793,1,0.793
SFBT,2023-01-18,0.0,1,0.0
SFBT,2023-01-19,-0.5705,2,1.141
SFBT,2023-01-20,-0.5,2,1.0
SFBT,2023-01-26,-0.932,1,0.932
SFBT,2023-01-27,-0.596,1,0.596
SFBT,2023-01-30,-1.0,1,1.0
SFBT,2023-01-31,-1.0,1,1.0
SFBT,2023-02-02,-1.0,1,1.0
SFBT,2023-02-03,-0.777,1,0.777
SFBT,2023-02-06,-1.0,1,1.0
SFBT,2023-02-13,-0.661,1,0.661
SFBT,2023-02-14,-0.939,1,0.939
SFBT,2023-02-15,0.0,1,0.0
SFBT,2023-02-17,0.873,1,0.873
SFBT,2023-02-20,-1.0,1,1.0
SFBT,2023-02-21,-0.25,4,1.0
