VALEUR,SEANCE,Mean_Weighted_Sentiment,Article_Count,Sentiment_Intensity
SFBT,2023-02-22,-0.02999999999999999,3,1.9100000000000001
SFBT,2023-02-23,-0.641,1,0.641
SFBT,2023-03-01,-1.0,1,1.0
SFBT,2023-03-02,-0.675,1,0.675
SFBT,2023-03-03,-1.0,1,1.0
SFBT,2023-03-10,-0.771,1,0.771
SFBT,2023-03-22,-0.776,1,0.776
SFBT,2023-03-23,0.8300000000000001,3,2.49
SFBT,2023-03-24,1.0,1,1.0
SFBT,2023-04-14,-0.679,1,0.679
SFBT,2023-04-17,0.1305,2,1.7389999999999999
SFBT,2023-04-18,-0.971,1,0.971
SFBT,2023-04-19,-1.0,2,2.0
SFBT,2023-04-28,-0.24,2,1.52
SFBT,2023-05-02,-0.7629999999999999,3,2.2889999999999997
SFBT,2023-05-03,-1.0,1,1.0
SFBT,2023-05-05,0.0,1,0.0
SFBT,2023-05-08,-0.831,2,1.662
SFBT,2023-05-16,0.72,1,0.72
SFBT,2023-05-17,0.291,2,0.582
SFBT,2023-05-19,-0.607,1,0.607
SFBT,2023-05-23,0.563,1,0.563
SFBT,2023-05-25,-0.9895,2,1.979
SFBT,2023-05-26,0.725,1,0.725
SFBT,2023-05-29,-0.602,1,0.602
SFBT,2023-06-01,-1.0,1,1.0
SFBT,2023-06-05,0.655,1,0.655
SFBT,2023-06-06,1.0,1,1.0
SFBT,2023-06-07,-1.0,1,1.0
SFBT,2023-06-12,-1.0,1,1.0
SFBT,2023-06-19,-1.0,1,1.0
SFBT,2023-06-20,-0.717,1,0.717
SFBT,2023-06-21,-0.737,1,0.737
SFBT,2023-06-27,-0.977,1,0.977
SFBT,2023-07-06,-0.72,2,1.44
SFBT,2023-07-07,-1.0,1,1.0
SFBT,2023-07-11,-0.775,1,0.775
SFBT,2023-07-14,-0.6990000000000001,2,1.3980000000000001
SFBT,2023-07-17,-0.696,1,0.696
SFBT,2023-07-18,-0.7375,2,1.475
SFBT,2023-07-27,-0.5935,2,1.187
SFBT,2023-07-28,-1.0,1,1.0
SFBT,2023-07-31,0.0,1,0.0
SFBT,2023-08-01,-1.0,1,1.0
SFBT,2023-08-04,1.0,1,1.0
SFBT,2023-08-09,-0.841,2,1.682
SFBT,2023-08-10,0.0,1,0.0
SFBT,2023-08-11,1.0,1,1.0
SFBT,2023-08-14,-0.649,2,1.298
SFBT,2023-08-16,-1.0,1,1.0
SFBT,2023-08-21,0.985,1,0.985
SFBT,2023-08-22,1.0,1,1.0
SFBT,2023-08-28,-0.7895,2,1.579
SFBT,2023-08-31,-1.0,1,1.0
SFBT,2023-09-04,-0.7023333333333334,3,2.107
SFBT,2023-09-05,-0.678,1,0.678
SFBT,2023-09-07,-0.774,1,0.774
SFBT,2023-09-12,-1.0,1,1.0
SFBT,2023-09-13,-1.0,1,1.0
SFBT,2023-09-14,-0.755,1,0.755
SFBT,2023-09-15,-1.0,1,1.0
SFBT,2023-09-18,-0.779,1,0.779
SFBT,2023-09-19,-1.0,1,1.0
SFBT,2023-09-20,-0.775,1,0.775
SFBT,2023-09-21,-1.0,1,1.0
SFBT,2023-09-22,-1.0,1,1.0
SFBT,2023-09-25,-0.2,5,1.0
SFBT,2023-09-26,-1.0,1,1.0
SFBT,2023-10-02,-0.771,1,0.771
SFBT,2023-10-03,-1.0,1,1.0
SFBT,2023-10-04,-1.0,1,1.0
SFBT,2023-10-09,-1.0,1,1.0
SFBT,2023-10-10,-0.7949999999999999,2,1.5899999999999999
SFBT,2023-10-20,-1.0,1,1.0
SFBT,2023-10-21,0.674,1,0.674
SFBT,2023-10-24,0.653,1,0.653
SFBT,2023-10-25,-0.772,1,0.772
SFBT,2023-10-27,-0.76,1,0.76
SFBT,2023-11-03,-0.632,1,0.632
SFBT,2023-11-10,-0.8145,2,1.629
SFBT,2023-11-20,-0.713,1,0.713
SFBT,2023-11-21,-0.544,1,0.544
SFBT,2023-11-27,-0.443,1,0.443
SFBT,2023-12-12,-1.0,1,1.0
SFBT,2023-12-18,-0.769,1,0.769
SFBT,2023-12-19,-1.0,1,1.0
SFBT,2023-12-20,-0.957,1,0.957
SFBT,2023-12-21,-1.0,1,1.0
SFBT,2023-12-25,-1.0,1,1.0
SFBT,2023-12-26,-1.0,1,1.0
SFBT,2023-12-27,-1.0,1,1.0
SFBT,2023-12-29,0.11049999999999999,2,1.779
SFBT,2023-12-31,0.469,1,0.469
SFBT,2024-01-02,-1.0,2,2.0
SFBT,2024-01-03,-1.0,1,1.0
SFBT,2024-01-04,-1.0,1,1.0
SFBT,2024-01-06,-0.729,1,0.729
SFBT,2024-01-09,-0.939,1,0.939
SFBT,2024-01-10,-0.9575,2,1.915
SFBT,2024-01-15,-0.775,1,0.775
SFBT,2024-01-16,-0.92,1,0.92
SFBT,2024-01-17,-1.0,1,1.0
SFBT,2024-01-18,-1.0,1,1.0
SFBT,2024-01-19,-0.25866666666666666,3,2.776
SFBT,2024-01-20,-0.6615,2,1.323
SFBT,2024-01-22,-0.882,2,1.764
SFBT,2024-01-24,-1.0,2,2.0
SFBT,2024-02-01,-1.0,1,1.0
SFBT,2024-02-02,-1.0,1,1.0
SFBT,2024-02-05,-0.7346666666666667,3,2.204
SFBT,2024-02-07,-0.765,1,0.765
SFBT,2024-02-08,-1.0,1,1.0
SFBT,2024-02-12,-1.0,1,1.0
SFBT,2024-02-13,-0.674,1,0.674
SFBT,2024-02-14,-0.687,1,0.687
SFBT,2024-02-19,-1.0,1,1.0
SFBT,2024-02-22,-0.775,1,0.775
SFBT,2024-02-26,-0.679,1,0.679
SFBT,2024-03-05,-0.746,1,0.746
SFBT,2024-03-06,0.44580000000000003,5,3.495
SFBT,2024-03-07,-0.6655,2,1.331
SFBT,2024-03-12,-0.16699999999999998,2,1.666
SFBT,2024-03-13,-0.045499999999999985,2,1.409
SFBT,2024-03-14,-0.673,1,0.673
SFBT,2024-03-15,0.7955,2,1.591
SFBT,2024-03-18,0.19566666666666666,3,2.125
SFBT,2024-03-19,-0.18233333333333335,3,1.9609999999999999
SFBT,2024-03-21,0.63,1,0.63
SFBT,2024-03-22,-0.752,1,0.752
SFBT,2024-03-26,-0.761,1,0.761
SFBT,2024-03-27,-0.751,1,0.751
SFBT,2024-03-28,-0.673,1,0.673
SFBT,2024-03-29,0.706,1,0.706
SFBT,2024-04-02,-0.13,2,1.74
SFBT,2024-04-03,-0.771,1,0.771
SFBT,2024-04-04,0.592,1,0.592
SFBT,2024-04-08,-0.632,1,0.632
SFBT,2024-04-22,-1.0,2,2.0
SFBT,2024-04-25,-0.10799999999999998,2,1.712
SFBT,2024-04-30,-0.573,1,0.573
SFBT,2024-05-14,-1.0,2,2.0
SFBT,2024-05-20,-0.44,1,0.44
SFBT,2024-05-22,-0.4845,2,0.969
SFBT,2024-05-23,-0.669,1,0.669
SFBT,2024-05-27,-0.642,1,0.642
SFBT,2024-05-28,-0.518,1,0.518
SFBT,2024-05-30,-0.624,1,0.624
SFBT,2024-06-04,-1.0,1,1.0
SFBT,2024-06-06,-1.0,1,1.0
SFBT,2024-06-11,0.614,1,0.614
SFBT,2024-06-18,0.573,1,0.573
SFBT,2024-06-19,-0.913,1,0.913
SFBT,2024-06-20,-1.0,1,1.0
SFBT,2024-06-21,-0.459,1,0.459
SFBT,2024-06-24,-0.774,1,0.774
SFBT,2024-07-01,-0.695,1,0.695
SFBT,2024-07-08,-0.834,1,0.834
SFBT,2024-07-09,0.661,1,0.661
SFBT,2024-07-10,-0.747,1,0.747
SFBT,2024-07-11,-1.0,1,1.0
SFBT,2024-07-22,-0.8375,2,1.675
SFBT,2024-07-26,0.537,1,0.537
SFBT,2024-08-01,1.0,2,2.0
SFBT,2024-08-05,-0.735,1,0.735
SFBT,2024-08-06,-1.0,1,1.0
SFBT,2024-08-09,-0.679,1,0.679
SFBT,2024-08-12,0.7065,2,1.413
SFBT,2024-08-21,-1.0,1,1.0
SFBT,2024-08-22,-0.6859999999999999,3,2.058
SFBT,2024-08-23,-0.534,1,0.534
SFBT,2024-08-28,0.672,1,0.672
SFBT,2024-08-29,-0.622,1,0.622
SFBT,2024-09-03,-0.675,1,0.675
SFBT,2024-09-06,-0.7875,2,1.575
SFBT,2024-09-09,-1.0,1,1.0
SFBT,2024-09-10,-0.5,2,1.0
SFBT,2024-09-12,-0.503,1,0.503
SFBT,2024-09-13,-0.71,1,0.71
SFBT,2024-09-24,0.585,1,0.585
SFBT,2024-10-01,-0.97,1,0.97
SFBT,2024-10-03,-1.0,1,1.0
SFBT,2024-10-07,-1.0,1,1.0
SFBT,2024-10-08,-0.475,1,0.475
SFBT,2024-10-09,-0.739,1,0.739
SFBT,2024-10-11,0.622,1,0.622
SFBT,2024-10-14,0.643,1,0.643
SFBT,2024-10-16,-0.5,2,1.0
SFBT,2024-10-18,-1.0,1,1.0
SFBT,2024-10-20,-0.675,1,0.675
SFBT,2024-10-21,-0.8385,2,1.677
SFBT,2024-10-22,-0.69,1,0.69
SFBT,2024-10-23,-1.0,1,1.0
SFBT,2024-10-24,-1.0,1,1.0
SFBT,2024-10-31,0.698,1,0.698
SFBT,2024-11-01,-0.741,1,0.741
SFBT,2024-11-04,0.437,1,0.437
SFBT,2024-11-05,-0.9924999999999999,2,1.9849999999999999
SFBT,2024-11-07,-0.753,1,0.753
SFBT,2024-11-11,-0.505,1,0.505
SFBT,2024-11-13,-1.0,1,1.0
SFBT,2024-12-09,-0.774,1,0.774
SFBT,2024-12-10,-0.646,1,0.646
SFBT,2024-12-11,-0.778,1,0.778
SFBT,2024-12-12,-0.765,1,0.765
SFBT,2024-12-16,-0.768,1,0.768
SFBT,2024-12-18,-0.389,2,0.778
SFBT,2024-12-23,-1.0,1,1.0
SFBT,2024-12-26,0.0,1,0.0
SFBT,2024-12-27,-1.0,1,1.0
SFBT,2024-12-31,0.615,1,0.615
SFBT,2025-01-02,-0.755,1,0.755
SFBT,2025-01-03,-1.0,1,1.0
SFBT,2025-01-06,-1.0,1,1.0
SFBT,2025-01-07,-1.0,1,1.0
SFBT,2025-01-08,-1.0,1,1.0
SFBT,2025-01-09,-0.617,1,0.617
SFBT,2025-01-15,0.623,1,0.623
SFBT,2025-01-16,-1.0,1,1.0
SFBT,2025-01-20,-1.0,2,2.0
SFBT,2025-01-24,-0.677,1,0.677
SFBT,2025-01-28,-1.0,1,1.0
SFBT,2025-01-29,-0.761,1,0.761
SFBT,2025-01-30,-0.437,1,0.437
SFBT,2025-01-31,0.445,1,0.445
SFBT,2025-02-05,0.527,1,0.527
SFBT,2025-02-06,-0.423,1,0.423
SFBT,2025-02-10,-0.716,2,1.432
SFBT,2025-02-12,1.0,1,1.0
SFBT,2025-02-13,-0.669,1,0.669
SFBT,2025-02-20,-0.544,1,0.544
SFBT,2025-02-26,-0.515,1,0.515
SFBT,2025-02-27,-0.651,1,0.651
SFBT,2025-03-03,-1.0,1,1.0
SFBT,2025-03-17,1.0,1,1.0
SFBT,2025-03-26,0.229,3,2.629
SFBT,2025-03-28,-1.0,1,1.0
SFBT,2025-04-10,-0.825,1,0.825
SFBT,2025-04-16,-0.544,1,0.544
SFBT,2025-04-21,-1.0,1,1.0
SFBT,2025-04-22,-0.767,1,0.767
SFBT,2025-04-29,0.713,1,0.713
SFBT,2025-05-05,0.617,1,0.617
SFBT,2025-05-07,0.7284999999999999,2,1.4569999999999999
SFBT,2025-05-12,-0.602,1,0.602
SFBT,2025-05-13,-0.67,1,0.67
SFBT,2025-05-14,-0.779,1,0.779
SFBT,2025-05-15,-0.6076666666666667,3,1.823
SFBT,2025-05-19,-0.658,2,1.316
SFBT,2025-05-20,-1.0,1,1.0
SFBT,2025-05-21,-0.74,2,1.48
SFBT,2025-05-27,-0.673,1,0.673
SFBT,2025-05-29,-0.672,1,0.672
SFBT,2025-06-03,-0.672,1,0.672
SFBT,2025-06-05,-0.432,1,0.432
SFBT,2025-06-10,-0.736,1,0.736
SFBT,2025-06-12,-0.736,2,1.472
SFBT,2025-06-16,-0.8574999999999999,2,1.7149999999999999
SFBT,2025-06-17,-1.0,1,1.0
SFBT,2025-06-18,0.672,1,0.672
SFBT,2025-06-19,1.0,1,1.0
SFBT,2025-06-20,-0.677,1,0.677
SFBT,2025-06-24,-1.0,1,1.0
SFBT,2025-07-04,-0.681,1,0.681
SFBT,2025-07-08,-0.616,1,0.616
SFBT,2025-07-09,-0.679,1,0.679
SFBT,2025-07-10,-0.767,1,0.767
SFBT,2025-07-14,1.0,1,1.0
SFBT,2025-07-15,-0.667,1,0.667
SFBT,2025-07-17,-0.769,1,0.769
SFBT,2025-07-21,-0.675,1,0.675
SFBT,2025-07-23,-0.14633333333333332,3,1.561
SFBT,2025-07-24,-0.676,1,0.676
SFBT,2025-08-01,-0.524,1,0.524
SFBT,2025-08-05,-0.18466666666666667,3,2.5540000000000003
SFBT,2025-08-06,-0.10999999999999999,2,1.78
SFBT,2025-08-07,-0.668,1,0.668
SFBT,2025-08-08,-0.677,1,0.677
SFBT,2025-08-11,1.0,1,1.0
SFBT,2025-08-12,-1.0,1,1.0
SFBT,2025-08-13,1.0,1,1.0
SFBT,2025-08-18,-0.452,1,0.452
SFBT,2025-08-20,-1.0,1,1.0
SFBT,2025-08-21,-0.677,1,0.677
SFBT,2025-08-27,-0.812,1,0.812
SFBT,2025-08-28,-0.7765,2,1.553
SFBT,2025-08-29,0.619,1,0.619
SFBT,2025-09-01,-0.76,1,0.76
SFBT,2025-09-02,0.0,2,0.0
SFBT,2025-09-08,-0.716,1,0.716
SFBT,2025-09-09,0.03949999999999998,2,1.429
SFBT,2025-09-12,-0.0025000000000000022,2,1.5150000000000001
SFBT,2025-09-15,0.0695,2,0.925
SFBT,2025-09-16,-0.661,1,0.661
SFBT,2025-09-19,-0.5,2,1.0
SFBT,2025-09-22,0.47,1,0.47
SFBT,2025-09-23,-0.478,1,0.478
SFBT,2025-09-24,0.119,4,2.362
SFBT,2025-09-29,0.635,1,0.635
SFBT,2025-10-01,0.586,1,0.586
SFBT,2025-10-03,-0.344,1,0.344
SFBT,2025-10-08,-1.0,1,1.0
SFBT,2025-10-10,-0.672,1,0.672
SFBT,2025-10-14,-0.72,1,0.72
SFBT,2025-10-16,0.538,1,0.538
SFBT,2025-10-17,-0.382,1,0.382
SFBT,2025-10-20,-0.1126,5,3.981
SFBT,2025-10-23,1.0,1,1.0
SFBT,2025-10-28,-0.648,1,0.648
SFBT,2025-10-30,-0.67,1,0.67
SFBT,2025-11-07,-1.0,1,1.0
SFBT,2025-11-11,0.393,1,0.393
SFBT,2025-11-26,-0.6200000000000001,2,1.2400000000000002
SFBT,2025-12-02,-0.674,1,0.674
SFBT,2025-12-03,0.402,1,0.402
SFBT,2025-12-09,-0.763,1,0.763
SFBT,2025-12-23,-0.532,1,0.532
SFBT,2025-12-24,-0.877,1,0.877
SFBT,2025-12-26,-0.418,2,0.836
SFBT,2025-12-30,-0.4755,2,0.951
SOTETEL,2021-02-01,-1.0,1,1.0
SOTETEL,2021-02-08,-1.0,1,1.0
SOTETEL,2021-04-29,-0.906,1,0.906
SOTETEL,2021-06-23,1.0,1,1.0
SOTETEL,2021-08-06,0.489,1,0.489
SOTETEL,2021-09-27,-1.0,1,1.0
SOTETEL,2021-10-26,1.0,1,1.0
SOTETEL,2021-10-27,-0.753,1,0.753
SOTETEL,2021-11-11,-0.566,1,0.566
SOTETEL,2022-01-26,1.0,1,1.0
SOTETEL,2022-04-26,1.0,1,1.0
SOTETEL,2022-06-13,0.0,1,0.0
SOTETEL,2022-09-19,0.918,1,0.918
SOTETEL,2022-10-03,0.0,1,0.0
SOTETEL,2022-11-11,0.723,1,0.723
SOTETEL,2022-12-16,0.0,1,0.0
SOTETEL,2022-12-17,0.0,1,0.0
SOTETEL,2022-12-20,-0.751,1,0.751
SOTETEL,2022-12-26,-1.0,1,1.0
SOTETEL,2023-01-03,-0.77,1,0.77
SOTETEL,2023-01-17,-1.0,1,1.0
SOTETEL,2023-01-18,-1.0,1,1.0
SOTETEL,2023-01-27,-0.596,1,0.596
SOTETEL,2023-01-30,-1.0,1,1.0
SOTETEL,2023-02-02,0.16199999999999998,2,1.6760000000000002
SOTETEL,2023-02-13,1.0,1,1.0
SOTETEL,2023-02-21,-1.0,1,1.0
SOTETEL,2023-03-22,-0.776,1,0.776
SOTETEL,2023-03-29,-0.737,1,0.737
SOTETEL,2023-04-25,-0.673,1,0.673
SOTETEL,2023-04-27,1.0,2,2.0
SOTETEL,2023-05-25,-1.0,1,1.0
SOTETEL,2023-06-06,-1.0,1,1.0
SOTETEL,2023-06-09,-0.769,1,0.769
SOTETEL,2023-06-13,0.92,1,0.92
SOTETEL,2023-06-20,0.984,2,1.968
SOTETEL,2023-07-05,-1.0,1,1.0
SOTETEL,2023-07-17,-0.696,1,0.696
SOTETEL,2023-07-28,-1.0,1,1.0
SOTETEL,2023-08-01,0.28600000000000003,2,1.428
SOTETEL,2023-08-09,-0.755,1,0.755
SOTETEL,2023-09-05,0.4163333333333334,3,2.605
SOTETEL,2023-09-07,-0.774,1,0.774
SOTETEL,2023-09-18,0.764,1,0.764
SOTETEL,2023-09-26,-1.0,1,1.0
SOTETEL,2023-10-27,0.174,2,1.6520000000000001
SOTETEL,2023-11-15,0.489,1,0.489
SOTETEL,2023-12-07,0.0,1,0.0
SOTETEL,2023-12-22,1.0,1,1.0
SOTETEL,2024-01-22,-0.913,1,0.913
SOTETEL,2024-01-25,0.315,2,1.37
SOTETEL,2024-01-31,-1.0,1,1.0
SOTETEL,2024-02-05,-1.0,1,1.0
SOTETEL,2024-02-28,0.779,1,0.779
SOTETEL,2024-03-14,-0.673,1,0.673
SOTETEL,2024-03-26,1.0,1,1.0
SOTETEL,2024-04-04,0.0,1,0.0
SOTETEL,2024-04-30,-0.573,1,0.573
SOTETEL,2024-05-02,0.8773333333333334,3,2.632
SOTETEL,2024-05-07,-0.739,1,0.739
SOTETEL,2024-05-10,0.2435,2,1.513
SOTETEL,2024-05-13,-0.665,1,0.665
SOTETEL,2024-05-17,-1.0,1,1.0
SOTETEL,2024-06-05,0.0,1,0.0
SOTETEL,2024-07-03,0.0,1,0.0
SOTETEL,2024-07-23,0.1955,2,1.609
SOTETEL,2024-07-24,-1.0,1,1.0
SOTETEL,2024-07-29,-0.705,1,0.705
SOTETEL,2024-07-30,-1.0,1,1.0
SOTETEL,2024-08-07,-1.0,1,1.0
SOTETEL,2024-08-08,-1.0,1,1.0
SOTETEL,2024-08-15,-0.749,1,0.749
SOTETEL,2024-08-19,-1.0,1,1.0
SOTETEL,2024-09-04,1.0,1,1.0
SOTETEL,2024-09-05,0.0,2,2.0
SOTETEL,2024-09-18,-1.0,1,1.0
SOTETEL,2024-09-19,-0.635,1,0.635
SOTETEL,2024-09-23,-0.773,1,0.773
SOTETEL,2024-10-25,-0.16833333333333336,3,1.725
SOTETEL,2024-11-08,0.663,1,0.663
SOTETEL,2024-11-20,0.896,1,0.896
SOTETEL,2024-12-10,-0.646,1,0.646
SOTETEL,2024-12-24,0.363,2,0.726
SOTETEL,2025-01-02,-0.21150000000000002,2,1.577
SOTETEL,2025-01-14,0.956,1,0.956
SOTETEL,2025-01-27,0.473,1,0.473
SOTETEL,2025-01-28,0.0,2,2.0
SOTETEL,2025-03-17,0.746,1,0.746
SOTETEL,2025-03-24,-0.909,1,0.909
SOTETEL,2025-04-14,-1.0,1,1.0
SOTETEL,2025-05-05,1.0,3,3.0
SOTETEL,2025-05-06,1.0,1,1.0
SOTETEL,2025-06-09,0.0,1,0.0
SOTETEL,2025-07-09,1.0,1,1.0
SOTETEL,2025-07-24,-0.887,2,1.774
SOTETEL,2025-07-30,-1.0,1,1.0
SOTETEL,2025-08-05,-0.554,1,0.554
SOTETEL,2025-08-11,-0.766,1,0.766
SOTETEL,2025-08-14,-1.0,1,1.0
SOTETEL,2025-09-03,-1.0,1,1.0
SOTETEL,2025-10-21,-0.677,1,0.677
SOTIPAPIER,2021-01-04,-1.0,1,1.0
SOTIPAPIER,2021-02-01,-1.0,1,1.0
SOTIPAPIER,2021-02-02,-1.0,1,1.0
SOTIPAPIER,2021-04-12,-1.0,1,1.0
SOTIPAPIER,2021-04-14,-1.0,1,1.0
SOTIPAPIER,2021-04-15,0.819,1,0.819
SOTIPAPIER,2021-04-26,-0.586,1,0.586
SOTIPAPIER,2021-04-28,-1.0,1,1.0
SOTIPAPIER,2021-07-02,-0.956,1,0.956
SOTIPAPIER,2021-09-20,-0.744,1,0.744
SOTIPAPIER,2021-10-20,1.0,1,1.0
SOTIPAPIER,2021-11-05,-1.0,1,1.0
SOTIPAPIER,2021-11-10,-1.0,1,1.0
SOTIPAPIER,2022-01-03,-0.771,1,0.771
SOTIPAPIER,2022-01-07,-1.0,1,1.0
SOTIPAPIER,2022-01-31,0.605,1,0.605
SOTIPAPIER,2022-02-01,-0.761,1,0.761
SOTIPAPIER,2022-02-10,-0.6,1,0.6
SOTIPAPIER,2022-05-16,1.0,1,1.0
SOTIPAPIER,2022-06-14,0.601,1,0.601
SOTIPAPIER,2022-08-12,0.937,1,0.937
SOTIPAPIER,2022-08-17,0.422,1,0.422
SOTIPAPIER,2022-09-06,1.0,1,1.0
SOTIPAPIER,2022-10-20,1.0,1,1.0
SOTIPAPIER,2022-12-30,-1.0,1,1.0
SOTIPAPIER,2023-01-19,0.0,2,0.0
SOTIPAPIER,2023-01-20,0.0,1,0.0
SOTIPAPIER,2023-01-24,0.534,2,1.068
SOTIPAPIER,2023-02-10,0.0,2,0.0
SOTIPAPIER,2023-02-13,0.0,1,0.0
SOTIPAPIER,2023-02-15,-0.3875,2,0.775
SOTIPAPIER,2023-02-17,0.873,1,0.873
SOTIPAPIER,2023-02-21,-1.0,1,1.0
SOTIPAPIER,2023-02-22,-1.0,1,1.0
SOTIPAPIER,2023-03-06,-0.927,1,0.927
SOTIPAPIER,2023-03-08,-1.0,1,1.0
SOTIPAPIER,2023-03-09,0.0,1,0.0
SOTIPAPIER,2023-03-10,0.0,1,0.0
SOTIPAPIER,2023-03-13,0.753,1,0.753
SOTIPAPIER,2023-03-14,0.751,1,0.751
SOTIPAPIER,2023-03-27,-1.0,1,1.0
SOTIPAPIER,2023-04-03,-0.484,1,0.484
SOTIPAPIER,2023-04-04,-0.647,1,0.647
SOTIPAPIER,2023-04-05,-0.53,1,0.53
SOTIPAPIER,2023-04-06,-0.741,1,0.741
SOTIPAPIER,2023-04-07,-0.75,1,0.75
SOTIPAPIER,2023-04-10,-0.6715,2,1.343
SOTIPAPIER,2023-04-11,-1.0,1,1.0
SOTIPAPIER,2023-04-12,-1.0,1,1.0
SOTIPAPIER,2023-04-13,-0.679,1,0.679
SOTIPAPIER,2023-04-17,-1.0,1,1.0
SOTIPAPIER,2023-04-18,-0.9855,2,1.971
SOTIPAPIER,2023-04-20,-0.672,1,0.672
SOTIPAPIER,2023-05-04,1.0,1,1.0
SOTIPAPIER,2023-05-05,0.72,1,0.72
SOTIPAPIER,2023-05-22,1.0,1,1.0
SOTIPAPIER,2023-05-23,0.724,2,1.448
SOTIPAPIER,2023-06-14,0.0,1,0.0
SOTIPAPIER,2023-06-15,0.556,1,0.556
SOTIPAPIER,2023-06-16,0.399,1,0.399
SOTIPAPIER,2023-07-24,-1.0,1,1.0
SOTIPAPIER,2023-07-26,-0.525,1,0.525
SOTIPAPIER,2023-08-02,-1.0,2,2.0
SOTIPAPIER,2023-08-03,-1.0,1,1.0
SOTIPAPIER,2023-08-28,-0.579,1,0.579
SOTIPAPIER,2023-08-31,-0.465,1,0.465
SOTIPAPIER,2023-09-06,-1.0,2,2.0
SOTIPAPIER,2023-09-08,-0.696,2,1.392
SOTIPAPIER,2023-09-26,-0.646,1,0.646
SOTIPAPIER,2023-09-28,-0.4425,2,0.885
SOTIPAPIER,2023-10-03,0.0,1,0.0
SOTIPAPIER,2023-10-06,0.0,1,0.0
SOTIPAPIER,2023-10-09,0.0,1,0.0
SOTIPAPIER,2023-10-10,-0.773,1,0.773
SOTIPAPIER,2023-10-23,-1.0,1,1.0
SOTIPAPIER,2023-10-24,-1.0,1,1.0
SOTIPAPIER,2023-10-31,-0.774,1,0.774
SOTIPAPIER,2023-11-03,-0.632,1,0.632
SOTIPAPIER,2023-11-10,-0.8145,2,1.629
SOTIPAPIER,2023-11-22,-0.978,1,0.978
SOTIPAPIER,2023-12-21,-1.0,1,1.0
SOTIPAPIER,2023-12-31,0.469,1,0.469
SOTIPAPIER,2024-01-04,-1.0,1,1.0
SOTIPAPIER,2024-01-09,-1.0,2,2.0
SOTIPAPIER,2024-01-12,-0.673,1,0.673
SOTIPAPIER,2024-01-25,-1.0,1,1.0
SOTIPAPIER,2024-01-30,-1.0,1,1.0
SOTIPAPIER,2024-02-05,-0.6020000000000001,2,1.2040000000000002
SOTIPAPIER,2024-04-12,0.0,2,0.0
SOTIPAPIER,2024-04-19,-1.0,1,1.0
SOTIPAPIER,2024-05-09,-0.16599999999999998,2,1.6680000000000001
SOTIPAPIER,2024-05-22,0.417,1,0.417
SOTIPAPIER,2024-05-23,0.998,1,0.998
SOTIPAPIER,2024-05-29,0.0,1,0.0
SOTIPAPIER,2024-06-18,0.573,1,0.573
SOTIPAPIER,2024-07-23,-0.52,1,0.52
SOTIPAPIER,2024-08-01,-1.0,1,1.0
SOTIPAPIER,2024-08-08,-1.0,1,1.0
SOTIPAPIER,2024-08-19,-1.0,1,1.0
SOTIPAPIER,2024-08-23,-0.777,1,0.777
SOTIPAPIER,2024-08-26,0.46,1,0.46
SOTIPAPIER,2024-08-30,-0.677,1,0.677
SOTIPAPIER,2024-09-03,-0.636,1,0.636
SOTIPAPIER,2024-10-01,-0.287,2,0.574
SOTIPAPIER,2024-10-02,-1.0,1,1.0
SOTIPAPIER,2024-10-17,-0.679,1,0.679
SOTIPAPIER,2024-11-05,-1.0,1,1.0
SOTIPAPIER,2024-11-28,0.93,1,0.93
SOTIPAPIER,2024-11-29,0.11399999999999999,2,1.584
SOTIPAPIER,2024-12-27,-1.0,1,1.0
SOTIPAPIER,2025-01-22,-0.634,1,0.634
SOTIPAPIER,2025-03-18,0.0,2,0.0
SOTIPAPIER,2025-04-15,-0.673,1,0.673
SOTIPAPIER,2025-04-22,0.0,1,0.0
SOTIPAPIER,2025-04-24,-0.674,1,0.674
SOTIPAPIER,2025-06-10,1.0,1,1.0
SOTIPAPIER,2025-07-22,-0.681,1,0.681
SOTIPAPIER,2025-09-11,-1.0,1,1.0
SOTIPAPIER,2025-10-03,0.0,1,0.0
SOTIPAPIER,2025-10-09,0.0,2,0.0
SOTIPAPIER,2025-10-23,-1.0,1,1.0
SOTUVER,2021-01-19,-1.0,2,2.0
SOTUVER,2021-04-20,-1.0,1,1.0
SOTUVER,2021-05-19,1.0,1,1.0
SOTUVER,2021-05-28,-0.356,1,0.356
SOTUVER,2021-09-07,1.0,1,1.0
SOTUVER,2021-09-23,-1.0,1,1.0
SOTUVER,2021-11-10,-1.0,1,1.0
SOTUVER,2021-12-30,0.0,1,0.0
SOTUVER,2022-01-04,-1.0,1,1.0
SOTUVER,2022-01-20,-1.0,1,1.0
SOTUVER,2022-02-08,1.0,1,1.0
SOTUVER,2022-02-11,-1.0,1,1.0
SOTUVER,2022-05-18,1.0,1,1.0
SOTUVER,2022-05-25,0.975,1,0.975
SOTUVER,2022-07-05,0.771,1,0.771
SOTUVER,2022-09-05,1.0,1,1.0
SOTUVER,2022-10-06,0.769,1,0.769
SOTUVER,2022-12-15,-0.769,1,0.769
SOTUVER,2022-12-26,-0.653,1,0.653
SOTUVER,2022-12-28,-1.0,1,1.0
SOTUVER,2022-12-29,-0.712,1,0.712
SOTUVER,2022-12-30,-1.0,1,1.0
SOTUVER,2023-01-04,-1.0,1,1.0
